RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
55	3382.6	3.0570e+001	6.149e-001	5.557e+009	-2.21E-08	7.691e-003	2.617e-001	2.204e+001	8.505e-001	5.467e+001	2.324e-005	51.129	6.470e-001	1.913e+002
56	2786.5	3.0270e+001	4.847e-001	5.265e+009	1.472e-008	6.518e-003	2.643e-001	2.271e+001	8.259e-001	5.211e+001	1.781e-005	49.554	6.088e-001	2.185e+002
57	3124.5	3.0120e+001	5.359e-001	5.166e+009	0.000e+000	5.324e-003	2.324e-001	1.994e+001	8.300e-001	5.087e+001	2.005e-005	42.364	5.278e-001	1.689e+002
58	5748.5	3.0160e+001	8.638e-001	4.532e+009	6.230e-007	1.848e-003	2.653e-001	1.314e+001	8.621e-001	4.011e+001	2.797e-005	9.45	7.613e-001	1.324e+002
59	4035.1	3.0420e+001	6.999e-001	5.277e+009	3.777e-007	1.125e-002	2.301e-001	1.629e+001	8.547e-001	4.863e+001	2.496e-005	56.279	9.060e-001	2.245e+002
60	2455.1	2.9970e+001	-1.36E-03	-1.66E+07	0.000e+000	3.734e-003	2.002e-001	9.990e+000	8.342e-001	9.790e+000	4.562e-006	35.869	4.282e-001	1.744e+002
61	3331.6	3.0470e+001	5.625e-001	5.144e+009	2.330e-007	7.826e-003	2.626e-001	2.120e+001	8.861e-001	5.374e+001	2.426e-005	53.758	6.328e-001	1.899e+002
62	5341	3.0200e+001	7.948e-001	4.494e+009	4.905e-009	1.126e-002	2.318e-001	1.479e+001	8.940e-001	4.436e+001	3.178e-005	49.735	1.010e+000	1.892e+002
63	4677.9	3.0440e+001	7.780e-001	5.062e+009	-2.21E-08	8.254e-003	2.628e-001	1.867e+001	8.870e-001	4.981e+001	3.089e-005	43.528	7.883e-001	1.685e+002
64	3594	3.0540e+001	5.592e-001	4.752e+009	2.870e-007	7.663e-003	2.947e-001	2.129e+001	8.513e-001	4.818e+001	2.152e-005	50.131	6.642e-001	1.848e+002
65	2507.6	2.9970e+001	-9.09E-05	-1.09E+06	0.000e+000	1.617e-003	2.002e-001	8.803e+000	8.342e-001	8.803e+000	4.093e-006	17.784	3.576e-001	1.426e+002
66	3603.8	3.0400e+001	6.461e-001	5.451e+009	0.000e+000	6.809e-003	2.303e-001	1.933e+001	8.553e-001	5.295e+001	2.485e-005	40.329	7.137e-001	1.981e+002
67	3577.8	3.0370e+001	5.874e-001	4.986e+009	1.889e-007	5.798e-003	2.305e-001	1.385e+001	8.561e-001	4.442e+001	1.954e-005	40.237	5.926e-001	1.656e+002
68	4092.4	3.0490e+001	6.996e-001	5.212e+009	0.000e+000	1.022e-002	2.624e-001	2.158e+001	8.199e-001	5.010e+001	2.478e-005	54.214	8.354e-001	2.041e+002
69	3642.5	3.0450e+001	6.657e-001	5.565e+009	0.000e+000	9.027e-003	2.299e-001	1.858e+001	8.539e-001	5.279e+001	2.482e-005	52.906	7.858e-001	2.157e+002
70	3070.6	3.0800e+001	5.256e-001	5.272e+009	0.000e+000	5.455e-003	2.922e-001	2.844e+001	8.766e-001	5.927e+001	2.467e-005	41.851	5.509e-001	1.794e+002
71	3844.2	3.0330e+001	6.890e-001	5.436e+009	3.826e-007	7.450e-003	2.308e-001	1.557e+001	8.902e-001	5.168e+001	2.634e-005	42.895	7.932e-001	2.063e+002
72	3020	3.0140e+001	5.619e-001	5.608e+009	5.396e-008	6.358e-003	2.654e-001	2.047e+001	8.626e-001	5.279e+001	2.022e-005	47.512	5.980e-001	1.980e+002
73	3145.9	3.0290e+001	6.203e-001	5.972e+009	6.671e-007	6.939e-003	2.971e-001	2.089e+001	8.254e-001	5.286e+001	1.862e-005	50.809	6.034e-001	1.918e+002
74														
75	3734.3	3.0380e+001	6.054e-001	4.925e+009	1.177e-007	9.516e-003	2.304e-001	1.839e+001	8.229e-001	4.795e+001	2.272e-005	53.061	8.251e-001	2.209e+002
