RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
60	4070.7	3.0410e+001	7.942e-001	5.933e+009	0.000e+000	5.073e-005	2.302e-001	1.904e+001	8.879e-001	5.857e+001	3.252e-005	1.085	2.448e-001	6.013e+001
61	4169	3.0240e+001	7.877e-001	5.714e+009	3.924e-008	8.575e-003	2.646e-001	2.000e+001	8.598e-001	5.401e+001	2.752e-005	43.188	8.310e-001	1.993e+002
62	4598.2	3.0170e+001	8.178e-001	5.366e+009	1.472e-008	1.138e-002	2.320e-001	1.654e+001	8.618e-001	4.961e+001	2.878e-005	52.967	9.296e-001	2.022e+002
63	2573.1	2.9980e+001	5.326e-001	6.205e+009	5.732e-006	2.246e-003	1.001e+000	2.250e+001	1.334e+000	4.327e+001	8.295e-006	20.447	4.204e-001	1.634e+002
64	3222.1	3.0240e+001	6.427e-001	6.032e+009	0.000e+000	7.294e-003	2.646e-001	2.284e+001	8.598e-001	5.907e+001	2.379e-005	46.627	6.362e-001	1.975e+002
65	4359.2	3.0410e+001	8.037e-001	5.606e+009	0.000e+000	1.182e-002	2.302e-001	1.890e+001	8.221e-001	5.210e+001	2.844e-005	55.409	9.016e-001	2.068e+002
66	2311.9	3.0240e+001	4.928e-001	6.446e+009	2.943e-008	4.119e-003	2.646e-001	2.440e+001	8.598e-001	6.281e+001	1.809e-005	37.368	4.101e-001	1.774e+002
67	5049.3	3.0320e+001	1.047e+000	6.287e+009	1.072e-006	8.885e-003	2.968e-001	1.953e+001	8.245e-001	5.324e+001	2.958e-005	38.358	9.242e-001	1.830e+002
68	3960.2	2.9980e+001	6.828e-001	5.169e+009	8.830e-007	9.471e-003	2.001e-001	6.565e+000	8.339e-001	3.889e+001	1.708e-005	47.131	8.697e-001	2.196e+002
69	3197.8	3.0340e+001	6.445e-001	6.114e+009	1.177e-007	7.248e-003	2.307e-001	2.086e+001	8.570e-001	5.921e+001	2.476e-005	45.946	6.921e-001	2.164e+002
70	3319.1	3.0190e+001	4.636e-001	4.217e+009	-4.91E-09	1.631e-003	2.319e-001	1.714e+001	8.612e-001	4.434e+001	1.878e-005	12.852	4.743e-001	1.429e+002
71	4229.3	3.0240e+001	7.972e-001	5.700e+009	7.603e-007	1.149e-002	2.646e-001	8.119e+000	8.598e-001	4.199e+001	1.877e-005	53.175	9.570e-001	2.263e+002
72	4115.6	3.0080e+001	7.442e-001	5.439e+009	0.000e+000	8.554e-003	2.660e-001	2.050e+001	8.644e-001	5.304e+001	2.743e-005	43.351	8.472e-001	2.058e+002
73	4596.1	3.0240e+001	9.154e-001	6.023e+009	1.521e-007	9.861e-003	2.646e-001	2.209e+001	8.598e-001	5.795e+001	3.301e-005	47.222	8.697e-001	1.892e+002
74	3287	3.0120e+001	6.290e-001	5.764e+009	1.938e-007	1.104e-004	2.324e-001	2.119e+001	8.632e-001	5.820e+001	2.478e-005	1.859	3.336e-001	1.015e+002
75	4790.9	3.0280e+001	9.372e-001	5.923e+009	3.287e-007	1.204e-002	2.642e-001	1.771e+001	8.256e-001	5.099e+001	2.842e-005	47.787	1.114e+000	2.326e+002
