RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
90	4368.7	3.02E+01	1.08E-02	7.48E+07	0.00E+00	6.67E-03	7.10E+00	1.23E+02	1.61E+01	1.30E+02	1.49E-03	36.783	8.57E-01	1.96E+02
91	2841.1	3.01E+01	7.49E-03	7.92E+07	0.00E+00	6.49E-03	7.16E+00	1.37E+02	1.61E+01	1.45E+02	1.08E-03	45.058	7.31E-01	2.57E+02
92	5636.9	3.01E+01	1.25E-02	6.67E+07	0.00E+00	1.47E-02	7.00E+00	1.27E+02	1.62E+01	1.33E+02	2.01E-03	51.809	1.43E+00	2.53E+02
93	3096.8	3.01E+01	7.72E-03	7.50E+07	0.00E+00	8.34E-03	7.15E+00	1.29E+02	1.61E+01	1.36E+02	1.11E-03	52.177	8.02E-01	2.59E+02
94	3992.5	3.01E+01	8.77E-03	6.62E+07	0.00E+00	1.06E-02	7.13E+00	1.29E+02	1.61E+01	1.35E+02	1.43E-03	51.958	1.03E+00	2.58E+02
95	4538.5	3.01E+01	9.81E-03	6.50E+07	0.00E+00	7.65E-03	7.02E+00	1.26E+02	1.62E+01	1.32E+02	1.60E-03	38.863	9.44E-01	2.08E+02
96														
97	5106.7	3.02E+01	1.14E-02	6.73E+07	0.00E+00	1.56E-02	7.06E+00	1.27E+02	1.61E+01	1.33E+02	1.79E-03			
98	4138.7	3.01E+01	7.19E-03	5.23E+07	0.00E+00	9.66E-03	7.00E+00	1.36E+02	1.62E+01	1.41E+02	1.57E-03	46.2	1.05E+00	2.55E+02
99	3955.2	3.00E+01	6.84E-03	5.19E+07	0.00E+00	9.45E-03	7.07E+00	1.41E+02	1.60E+01	1.46E+02	1.51E-03	46.18	1.05E+00	2.65E+02
100														
