RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
79	4210.5	3.04E+01	5.60E-03	4.04E+07	0.00E+00	9.26E-03	7.04E+00	1.19E+02	1.60E+01	1.23E+02	1.39E-03	49.573	8.78E-01	2.08E+02
80														
81	3338.5	3.01E+01	9.95E-03	8.97E+07	0.00E+00	1.32E-02	7.01E+00	2.17E+02	1.62E+01	2.25E+02	2.03E-03	48.92	1.32E+00	3.96E+02
82	3727.5	3.01E+01	1.34E-02	1.09E+08	0.00E+00	9.84E-03	7.11E+00	1.38E+02	1.61E+01	1.48E+02	1.46E-03	50.997	8.95E-01	2.40E+02
83	4384.1	3.02E+01	5.49E-03	3.78E+07	0.00E+00	9.54E-03	7.03E+00	9.60E+01	1.60E+01	9.98E+01	1.17E-03	57.773	7.66E-01	1.75E+02
84														
85	4090.9	3.04E+01	1.42E-02	1.06E+08	0.00E+00	1.35E-02	7.13E+00	1.60E+02	1.61E+01	1.70E+02	1.86E-03			
86	3259.9	3.07E+01	7.33E-03	6.91E+07	0.00E+00	8.13E-03	7.06E+00	1.56E+02	1.62E+01	1.62E+02	1.44E-03	42.941	9.09E-01	2.79E+02
87														
88														
89	4383.1	3.02E+01	7.05E-03	4.86E+07	0.00E+00	7.04E-03	7.01E+00	9.38E+01	1.62E+01	9.85E+01	1.16E-03	47.024	7.28E-01	1.66E+02
90	5621.3	3.04E+01	6.36E-03	3.44E+07	0.00E+00	1.29E-02	7.13E+00	9.08E+01	1.62E+01	9.43E+01	1.43E-03	62.878	9.68E-01	1.72E+02
91														
92	3002.1	3.03E+01	4.15E-03	4.19E+07	0.00E+00	5.66E-03	7.02E+00	1.27E+02	1.62E+01	1.31E+02	1.07E-03	42.532	6.27E-01	2.09E+02
93	3896	3.08E+01	6.83E-03	5.40E+07	0.00E+00	9.40E-03	7.18E+00	1.31E+02	1.61E+01	1.36E+02	1.43E-03	48.279	9.37E-01	2.41E+02
94	4019.4	3.02E+01	1.29E-02	9.71E+07	0.00E+00	1.25E-02	7.16E+00	1.63E+02	1.61E+01	1.72E+02	1.83E-03	50.911	1.16E+00	2.90E+02
95	2698.2	3.07E+01	7.57E-03	8.62E+07	0.00E+00	1.20E-02	7.03E+00	2.17E+02	1.61E+01	2.25E+02	1.66E-03	53.513	1.01E+00	3.74E+02
96														
97	4805	3.01E+01	3.49E-03	2.19E+07	0.00E+00	1.23E-02	7.08E+00	1.76E+02	1.61E+01	1.80E+02	2.31E-03	42.833	1.32E+00	2.74E+02
98	4665.9	3.00E+01	1.22E-03	7.83E+06	0.00E+00	9.50E-03	7.07E+00	1.05E+02	1.60E+01	1.06E+02	1.31E-03	54.354	8.83E-01	1.89E+02
99														
100	6307.1	3.04E+01	2.70E-03	1.30E+07	0.00E+00	8.29E-03	7.08E+00	7.17E+01	1.60E+01	7.30E+01	1.24E-03	51.021	7.47E-01	1.18E+02
