RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
84	4118.2	3.00E+01	1.09E-02	7.92E+07	0.00E+00	1.03E-02	7.14E+00	1.44E+02	1.61E+01	1.51E+02	1.63E-03			
85	4178.6	3.00E+01	6.97E-03	5.00E+07	0.00E+00	1.12E-02	7.04E+00	1.45E+02	1.61E+01	1.49E+02	1.67E-03	51.768	1.04E+00	2.48E+02
86														
87	4717.1	3.01E+01	1.32E-02	8.41E+07	0.00E+00	1.33E-02	7.12E+00	1.41E+02	1.61E+01	1.50E+02	1.86E-03			
88														
89	2779.8	3.01E+01	4.67E-03	5.06E+07	0.00E+00	7.23E-03	7.11E+00	1.47E+02	1.61E+01	1.52E+02	1.12E-03	49.236	6.61E-01	2.38E+02
90														
91														
92														
93														
94	3893.8	3.04E+01	8.81E-03	6.87E+07	0.00E+00	9.25E-03	7.01E+00	1.33E+02	1.60E+01	1.40E+02	1.45E-03	48.271	9.07E-01	2.33E+02
95	6690.3	3.00E+01	1.23E-02	5.50E+07	0.00E+00	1.12E-02	7.07E+00	1.40E+02	1.62E+01	1.44E+02	2.59E-03	38.172	1.34E+00	2.00E+02
96	3989.6	3.02E+01	7.34E-03	5.56E+07	0.00E+00	1.08E-02	7.12E+00	1.47E+02	1.61E+01	1.54E+02	1.63E-03	49.536	1.05E+00	2.64E+02
97	3374.6	3.03E+01	7.86E-03	7.06E+07	0.00E+00	7.75E-03	7.06E+00	1.38E+02	1.60E+01	1.45E+02	1.30E-03	45.892	7.90E-01	2.34E+02
98	2466.8	3.02E+01	8.81E-03	1.08E+08	0.00E+00	5.60E-03	7.03E+00	1.34E+02	1.60E+01	1.46E+02	9.46E-04	46.536	5.65E-01	2.29E+02
99	4230.6	3.01E+01	1.08E-02	7.71E+07	0.00E+00	9.05E-03	7.07E+00	1.37E+02	1.60E+01	1.45E+02	1.61E-03			
100														
