Three Phase Analysis Version 6.0
Source File: D:\20241203_NSK_IHNY_bleached_sds washed_old batch_batch 1_batch 2.uvc
RECORD	CROSS-SECTIONAL AREA	MEAN DIAMETER	MAX DIAMETER	MIN DIAMETER	ELASTIC EMOD	ELASTIC GRADIENT	ELASTIC EXT	ELASTIC STRESS	PLATEAU LOAD	PLATEAU STRESS	LOAD 15%	STRESS 15%	WORK 15%	LOAD 25%	STRESS 25%	WORK 25%	YIELD EXT	POSTYIELD GRADIENT	BREAK EXT	BREAK LOAD	BREAK STRESS	TOTAL WORK	TOUGHNESS
	  sq. microns	Microns	Microns	Microns	Pascals	gmf/mm	% Strain	gmf/sq micron	gmf	gmf/sq micron	gmf	gmf/sq micron	Joules	gmf	gmf/sq micron	Joules	% Strain	gmf/mm	% Strain	gmf	gmf/sq micron	Joules	Joules/m3
23	3474.7	68.4	81.2	54.5	4.317e+009	5.079e+001	3.46	1.530e-002	5.524e+001	1.590e-002	5.465e+001	1.573e-002	2.219e-003	5.605e+001	1.613e-002	3.831e-003	29.87	2.815e+000	57.77	8.000e+001	2.302e-002	1.040e-002	9.943e+007
24	4157.9	79.1	94.9	55.8	4.368e+009	6.138e+001	3.61	1.605e-002	6.949e+001	1.671e-002	6.880e+001	1.655e-002	2.744e-003	7.305e+001	1.757e-002	4.862e-003	24.93	3.208e+000	47.38	9.190e+001	2.210e-002	1.014e-002	8.085e+007
25	4270.9	75.5	83.5	65.3	4.445e+009	6.416e+001	3.25	1.518e-002	6.744e+001	1.579e-002	6.760e+001	1.583e-002	2.717e-003	6.830e+001	1.599e-002	4.726e-003	29.97	3.087e+000	58.02	9.565e+001	2.240e-002	1.266e-002	9.827e+007
26	3258.6	69.6	87.0	47.7	4.913e+009	5.419e+001	3.06	1.576e-002	5.411e+001	1.660e-002	5.425e+001	1.665e-002	2.200e-003	5.745e+001	1.763e-002	3.846e-003	20.13	2.667e+000	38.72	6.985e+001	2.144e-002	6.374e-003	6.496e+007
27	3491.1	68.8	81.5	54.5	4.649e+009	5.486e+001	2.88	1.445e-002	5.434e+001	1.556e-002	5.445e+001	1.560e-002	2.222e-003	5.725e+001	1.640e-002	3.879e-003	18.37	2.262e+000	35.38	6.720e+001	1.925e-002	5.727e-003	5.439e+007
28	4158.6	73.0	78.1	67.8	3.814e+009	5.365e+001	3.35	1.386e-002	6.137e+001	1.476e-002	6.105e+001	1.468e-002	2.421e-003	6.445e+001	1.550e-002	4.278e-003	26.82	3.544e+000	51.81	9.005e+001	2.165e-002	1.035e-002	8.257e+007
29	4066.3	77.1	94.2	55.0	4.657e+009	6.406e+001	2.99	1.440e-002	6.311e+001	1.552e-002	6.370e+001	1.567e-002	2.545e-003	6.680e+001	1.643e-002	4.477e-003	20.84	3.865e+000	40.36	8.580e+001	2.110e-002	7.899e-003	6.448e+007
30	4693.8	80.0	92.3	64.7	3.681e+009	5.828e+001	3.67	1.513e-002	7.340e+001	1.564e-002	7.260e+001	1.547e-002	2.922e-003	7.560e+001	1.611e-002	5.121e-003	26.04	4.539e+000	49.44	1.056e+002	2.250e-002	1.164e-002	8.205e+007
31	4242.0	78.2	93.3	58.0	4.075e+009	5.848e+001	3.35	1.473e-002	6.702e+001	1.580e-002	6.675e+001	1.574e-002	2.659e-003	7.045e+001	1.661e-002	4.694e-003	24.29	4.761e+000	46.76	9.995e+001	2.356e-002	1.015e-002	7.939e+007
32	4812.4	81.4	99.6	61.6	4.006e+009	6.538e+001	3.23	1.450e-002	7.306e+001	1.518e-002	7.285e+001	1.514e-002	2.949e-003	7.635e+001	1.587e-002	5.143e-003	22.26	4.044e+000	43.01	9.780e+001	2.032e-002	9.703e-003	6.707e+007
33	3534.9	69.7	81.0	55.6	4.305e+009	5.154e+001	3.09	1.376e-002	5.343e+001	1.512e-002	5.495e+001	1.554e-002	2.129e-003	5.770e+001	1.632e-002	3.785e-003	20.17	2.437e+000	38.97	6.950e+001	1.966e-002	6.378e-003	5.994e+007
34	2412.5	56.5	64.8	47.4	4.544e+009	3.709e+001	3.12	1.490e-002	3.920e+001	1.625e-002	3.945e+001	1.635e-002	1.575e-003	4.130e+001	1.712e-002	2.770e-003	20.25	2.245e+000	39.03	5.150e+001	2.135e-002	4.671e-003	6.426e+007
35	3522.2	67.7	74.6	60.1	4.178e+009	4.988e+001	2.96	1.394e-002	5.459e+001	1.550e-002	5.555e+001	1.577e-002	2.157e-003	5.880e+001	1.669e-002	3.869e-003	23.38	3.391e+000	45.49	7.830e+001	2.223e-002	7.936e-003	7.493e+007
36	4781.3	78.5	85.6	70.9	4.230e+009	6.837e+001	2.69	1.251e-002	6.294e+001	1.316e-002							7.69	4.238e+000	14.39	7.330e+001	1.533e-002	2.570e-003	1.783e+007
37	5033.4	88.9	113.0	56.7	4.008e+009	6.795e+001	3.54	1.510e-002	8.175e+001	1.624e-002	8.450e+001	1.679e-002	3.218e-003	8.755e+001	1.739e-002	5.768e-003	21.65	3.942e+000	40.95	1.074e+002	2.134e-002	1.026e-002	6.735e+007
38	4149.4	75.5	86.1	61.5	4.242e+009	5.937e+001	3.28	1.434e-002	6.243e+001	1.505e-002	6.240e+001	1.504e-002	2.516e-003	6.535e+001	1.575e-002	4.402e-003	25.31	3.860e+000	48.64	8.990e+001	2.167e-002	9.788e-003	7.806e+007
39	4535.3	78.0	90.2	64.0	3.530e+009	5.417e+001	3.58	1.413e-002	6.792e+001	1.498e-002	6.975e+001	1.538e-002	2.706e-003				13.28	7.284e-001	24.10	7.130e+001	1.572e-002	4.608e-003	3.372e+007
40	4015.1	73.6	83.7	61.4	4.007e+009	5.444e+001	3.62	1.436e-002	6.070e+001	1.512e-002	5.995e+001	1.493e-002	2.400e-003	6.340e+001	1.579e-002	4.221e-003	25.33	4.063e+000	48.17	8.980e+001	2.237e-002	9.408e-003	7.779e+007
41	3064.8	67.9	85.0	45.9	4.667e+009	4.832e+001	3.08	1.521e-002	4.849e+001	1.582e-002	4.795e+001	1.565e-002	1.954e-003	5.025e+001	1.640e-002	3.419e-003	24.73	2.638e+000	47.93	6.645e+001	2.168e-002	7.300e-003	7.895e+007
42	3507.4	67.0	72.3	61.8	3.937e+009	4.666e+001	3.35	1.356e-002	4.946e+001	1.410e-002	4.940e+001	1.408e-002	1.980e-003	5.120e+001	1.460e-002	3.464e-003	26.65	2.566e+000	51.21	7.060e+001	2.013e-002	8.163e-003	7.714e+007
43	4940.2	83.5	104.1	60.4	4.110e+009	6.868e+001	2.99	1.329e-002	6.969e+001	1.411e-002	6.965e+001	1.410e-002	2.807e-003	7.320e+001	1.482e-002	4.919e-003	24.49	3.368e+000	47.76	9.495e+001	1.922e-002	1.045e-002	7.021e+007
44	3393.8	72.5	87.7	49.5	4.995e+009	5.719e+001	2.85	1.500e-002	5.478e+001	1.614e-002	5.410e+001	1.594e-002	2.197e-003	5.670e+001	1.671e-002	3.856e-003	29.96	2.814e+000	58.56	8.180e+001	2.410e-002	1.067e-002	1.041e+008
45	3991.5	76.4	93.0	54.7	3.860e+009	5.202e+001	3.28	1.417e-002	6.122e+001	1.534e-002	6.190e+001	1.551e-002	2.403e-003	6.475e+001	1.622e-002	4.291e-003	26.04	3.999e+000	49.98	9.190e+001	2.302e-002	1.002e-002	8.315e+007
46	5116.9	84.8	101.3	64.3	4.024e+009	6.986e+001	3.06	1.279e-002	6.641e+001	1.298e-002	6.925e+001	1.353e-002	2.745e-003				12.85	2.477e+000	24.30	7.725e+001	1.510e-002	4.687e-003	3.049e+007
47	4920.9	80.6	93.9	66.7	3.494e+009	5.833e+001	3.46	1.395e-002	7.359e+001	1.495e-002	7.440e+001	1.512e-002	2.848e-003	7.800e+001	1.585e-002	5.142e-003	23.54	4.510e+000	45.11	1.029e+002	2.091e-002	1.041e-002	7.042e+007
48	4495.1	77.7	89.8	63.7	4.589e+009	6.992e+001	2.63	1.252e-002	6.106e+001	1.358e-002							4.89	-3.053e+000	7.75	6.130e+001	1.364e-002	1.196e-003	8.845e+006
49	3648.9	70.9	84.4	55.0	4.170e+009	5.163e+001	3.33	1.436e-002	5.528e+001	1.515e-002	5.535e+001	1.517e-002	2.183e-003	5.905e+001	1.618e-002	3.885e-003	22.77	3.042e+000	43.94	7.335e+001	2.010e-002	7.596e-003	6.930e+007
50	2443.6	56.4	60.3	51.6	4.059e+009	3.335e+001	3.37	1.463e-002	3.809e+001	1.559e-002	3.765e+001	1.541e-002	1.527e-003	3.915e+001	1.602e-002	2.667e-003	28.77	2.140e+000	55.33	5.710e+001	2.337e-002	6.994e-003	9.443e+007
51	3509.7	67.8	74.4	60.1	4.382e+009	5.201e+001	2.95	1.348e-002	5.195e+001	1.480e-002	5.125e+001	1.460e-002	2.066e-003	5.450e+001	1.553e-002	3.617e-003	28.53	3.294e+000	55.81	8.180e+001	2.331e-002	9.827e-003	9.289e+007
52	3436.1	67.6	77.3	56.6	4.178e+009	4.882e+001	3.90	1.407e-002	5.104e+001	1.485e-002	5.020e+001	1.461e-002	1.925e-003	5.200e+001	1.513e-002	3.449e-003	29.43	2.653e+000	56.32	7.420e+001	2.159e-002	9.211e-003	8.945e+007
53	4467.2	78.4	94.7	60.1	4.021e+009	6.064e+001	3.38	1.389e-002	6.581e+001	1.473e-002	6.510e+001	1.457e-002	2.645e-003	7.015e+001	1.570e-002	4.604e-003	25.04	4.829e+000	47.83	1.005e+002	2.249e-002	1.031e-002	7.644e+007
54	3448.2	68.1	84.0	52.2	3.929e+009	4.584e+001	3.12	1.350e-002	5.078e+001	1.473e-002	5.105e+001	1.480e-002	2.024e-003	5.405e+001	1.567e-002	3.583e-003	23.73	3.965e+000	46.00	7.775e+001	2.255e-002	7.648e-003	7.361e+007
55	3301.9	69.0	83.8	50.1	4.061e+009	4.531e+001	3.45	1.479e-002	5.123e+001	1.552e-002	5.065e+001	1.534e-002	2.045e-003	5.290e+001	1.602e-002	3.581e-003	27.64	3.284e+000	52.93	7.900e+001	2.393e-002	9.054e-003	9.089e+007
56	3194.2	66.1	76.8	52.9	4.097e+009	4.404e+001	3.43	1.493e-002	4.946e+001	1.548e-002	4.865e+001	1.523e-002	2.001e-003	5.085e+001	1.592e-002	3.476e-003	28.06	3.059e+000	53.71	7.520e+001	2.354e-002	8.835e-003	9.132e+007
57	4238.5	75.2	87.6	61.6	3.703e+009	5.309e+001	3.48	1.440e-002	6.445e+001	1.521e-002	6.420e+001	1.515e-002	2.526e-003	6.685e+001	1.577e-002	4.494e-003	26.85	4.017e+000	51.64	9.545e+001	2.252e-002	1.082e-002	8.474e+007
58	3166.5	65.5	74.5	54.0	4.611e+009	4.851e+001	2.64	1.401e-002	4.619e+001	1.459e-002	5.045e+001	1.593e-002	1.988e-003				10.69	7.059e-001	19.43	5.025e+001	1.587e-002	2.649e-003	2.727e+007
59	5870.2	92.0	110.4	67.7	3.566e+009	7.066e+001	3.61	1.370e-002	8.459e+001	1.441e-002	8.460e+001	1.441e-002	3.386e-003	8.755e+001	1.491e-002	5.890e-003	22.28	4.327e+000	42.15	1.109e+002	1.889e-002	1.088e-002	6.135e+007
60	4412.0	74.8	78.5	71.4	4.385e+009	6.562e+001	2.93	1.324e-002	6.520e+001	1.478e-002	6.755e+001	1.531e-002	2.599e-003	7.040e+001	1.596e-002	4.598e-003	24.06	3.962e+000	46.96	9.495e+001	2.152e-002	9.895e-003	7.463e+007
61	4717.3	79.3	95.0	63.3	4.134e+009	6.559e+001	3.10	1.326e-002	6.648e+001	1.409e-002	6.565e+001	1.392e-002	2.701e-003	6.960e+001	1.475e-002	4.699e-003	25.11	4.585e+000	48.37	9.980e+001	2.116e-002	1.058e-002	7.398e+007
62	4704.3	87.4	111.5	53.7	4.499e+009	6.975e+001	3.14	1.471e-002	7.108e+001	1.511e-002	7.100e+001	1.509e-002	2.956e-003	7.290e+001	1.550e-002	5.134e-003	22.60	3.566e+000	42.58	9.220e+001	1.960e-002	9.468e-003	6.507e+007
63	5136.5	84.3	103.6	63.1	3.787e+009	6.542e+001	3.23	1.332e-002	7.286e+001	1.418e-002	7.170e+001	1.396e-002	2.926e-003	7.560e+001	1.472e-002	5.102e-003	28.37	4.385e+000	54.73	1.130e+002	2.200e-002	1.346e-002	8.646e+007
64	4866.5	80.6	91.9	67.4	3.949e+009	6.496e+001	3.38	1.374e-002	7.117e+001	1.462e-002	7.015e+001	1.441e-002	2.836e-003	7.425e+001	1.526e-002	4.970e-003	27.69	4.558e+000	53.38	1.112e+002	2.284e-002	1.275e-002	8.689e+007
65	4778.9	78.3	82.5	73.7	3.811e+009	6.156e+001	3.28	1.346e-002	6.842e+001	1.432e-002	6.770e+001	1.417e-002	2.704e-003	7.130e+001	1.492e-002	4.742e-003	28.49	3.667e+000	54.99	1.013e+002	2.120e-002	1.238e-002	8.592e+007
66	5360.0	82.5	89.8	76.0	4.233e+009	7.678e+001	3.52	1.460e-002	8.146e+001	1.520e-002	8.045e+001	1.501e-002	3.225e-003	8.495e+001	1.585e-002	5.684e-003	24.90	5.178e+000	47.81	1.181e+002	2.202e-002	1.245e-002	7.710e+007
67	6787.0	98.2	120.4	71.7	3.638e+009	8.259e+001	3.38	1.252e-002	8.590e+001	1.266e-002	9.070e+001	1.336e-002	3.535e-003				11.06	2.217e+000	19.69	9.095e+001	1.340e-002	4.820e-003	2.331e+007
68	4335.5	75.4	86.5	63.8	3.791e+009	5.571e+001	3.19	1.352e-002	6.394e+001	1.475e-002	6.480e+001	1.495e-002	2.526e-003	6.825e+001	1.574e-002	4.506e-003	23.18	4.631e+000	44.73	9.465e+001	2.183e-002	9.179e-003	7.041e+007
69	3640.7	69.0	77.7	59.7	4.465e+009	5.438e+001	3.09	1.428e-002	5.470e+001	1.502e-002	5.405e+001	1.485e-002	2.199e-003	5.790e+001	1.590e-002	3.863e-003	26.39	3.308e+000	50.67	8.120e+001	2.230e-002	9.175e-003	8.271e+007
70	5592.9	84.4	92.9	76.7	3.656e+009	6.906e+001	3.58	1.379e-002	7.971e+001	1.425e-002	7.915e+001	1.415e-002	3.188e-003	8.280e+001	1.480e-002	5.583e-003	23.56	5.341e+000	44.63	1.126e+002	2.013e-002	1.122e-002	6.647e+007
71	5864.4	92.7	118.1	63.2	4.003e+009	7.931e+001	3.45	1.429e-002	9.000e+001	1.535e-002	9.055e+001	1.544e-002	3.520e-003	9.465e+001	1.614e-002	6.259e-003	27.44	6.044e+000	52.57	1.409e+002	2.402e-002	1.579e-002	8.927e+007
72	4233.4	76.1	88.2	61.1	4.080e+009	5.865e+001	3.23	1.402e-002	6.355e+001	1.501e-002	6.350e+001	1.500e-002	2.527e-003	6.700e+001	1.583e-002	4.459e-003	24.38	4.737e+000	47.30	9.700e+001	2.291e-002	9.800e-003	7.711e+007
73	5953.8	90.0	102.4	74.0	3.444e+009	6.910e+001	3.57	1.360e-002	8.343e+001	1.401e-002	8.280e+001	1.391e-002	3.352e-003	8.710e+001	1.463e-002	5.876e-003	24.56	4.998e+000	46.74	1.165e+002	1.956e-002	1.233e-002	6.847e+007
74	4898.6	80.4	92.1	67.7	3.657e+009	6.046e+001	3.34	1.343e-002	7.037e+001	1.437e-002	6.925e+001	1.414e-002	2.803e-003	7.420e+001	1.515e-002	4.890e-003	26.92	4.359e+000	51.82	1.072e+002	2.187e-002	1.208e-002	8.163e+007
75	3850.9	72.0	84.3	58.2	4.118e+009	5.379e+001	3.03	1.331e-002	5.490e+001	1.426e-002	5.565e+001	1.445e-002	2.230e-003	5.955e+001	1.546e-002	3.903e-003	19.20	2.626e+000	37.27	7.190e+001	1.867e-002	6.229e-003	5.383e+007
Min:	2412.5	56.4	60.3	45.9	3.444e+009	3.335e+001	2.63	1.251e-002	3.809e+001	1.266e-002	3.765e+001	1.336e-002	1.527e-003	3.915e+001	1.460e-002	2.667e-003	3.92	-3.053e+000	4.32	4.795e+001	1.340e-002	4.901e-004	4.728e+006
Max:	7005.4	99.2	123.0	76.7	4.995e+009	1.007e+002	3.90	1.664e-002	1.129e+002	1.687e-002	1.128e+002	1.717e-002	4.488e-003	1.155e+002	1.791e-002	7.868e-003	29.97	1.025e+001	58.56	1.500e+002	2.410e-002	1.604e-002	1.041e+008
Median:	4190.6	75.5	87.9	60.3	4.107e+009	5.831e+001	1.68	1.438e-002	6.483e+001	1.534e-002	6.578e+001	1.542e-002	2.611e-003	6.848e+001	1.612e-002	4.601e-003	24.09	3.380e+000	46.10	8.948e+001	2.134e-002	9.586e-003	7.380e+007
Mean:	4257.7	76.0	89.0	60.6	4.140e+009	5.900e+001	3.33	1.445e-002	6.488e+001	1.532e-002	6.563e+001	1.540e-002	2.606e-003	6.838e+001	1.618e-002	4.576e-003	22.56	3.423e+000	43.13	8.809e+001	2.079e-002	8.854e-003	6.933e+007
Std. Dev.:	931.9	8.6	12.3	7.5	3.455e+008	1.112e+001	0.28	9.309e-004	1.333e+001	9.564e-004	1.363e+001	9.203e-004	5.316e-004	1.388e+001	8.537e-004	9.336e-004	5.86	1.612e+000	11.78	2.003e+001	2.393e-003	3.126e-003	2.120e+007
% Premature Failure:	8.33
