RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
59	4277	2.9980e+001	6.562e-003	4.600e+007	0.000e+000	9.769e-003	2.335e-001	1.411e+001	8.339e-001	1.434e+001	1.094e-005	49.466	8.781e-001	2.053e+002
60	4791.8	2.9980e+001	3.454e-001	2.161e+009	6.818e-007	8.309e-003	2.001e-001	9.623e+000	8.339e-001	2.488e+001	1.209e-005	39.126	9.276e-001	1.936e+002
61	4788.7	3.0230e+001	9.582e-001	6.049e+009	8.094e-008	1.051e-002	2.316e-001	1.844e+001	8.270e-001	5.398e+001	3.187e-005	47.106	1.008e+000	2.104e+002
62	3774.1	3.0260e+001	6.627e-001	5.313e+009	1.324e-007	6.505e-003	2.644e-001	1.924e+001	8.592e-001	5.121e+001	2.388e-005	43.622	6.107e-001	1.618e+002
63	2912.8	3.0630e+001	5.571e-001	5.858e+009	0.000e+000	8.469e-003	2.612e-001	2.610e+001	8.488e-001	6.063e+001	2.261e-005	58.309	6.647e-001	2.282e+002
64	2801.9	3.0600e+001	5.174e-001	5.651e+009	4.513e-007	5.655e-003	2.614e-001	1.751e+001	8.497e-001	5.042e+001	1.709e-005	43.562	5.695e-001	2.033e+002
65	3380.5	3.0190e+001	6.749e-001	6.027e+009	2.453e-008	7.569e-003	2.319e-001	1.988e+001	8.612e-001	5.717e+001	2.479e-005	47.864	7.069e-001	2.091e+002
66	2949.4	3.0900e+001	5.722e-001	5.995e+009	0.000e+000	6.543e-003	2.265e-001	2.511e+001	9.061e-001	6.636e+001	2.887e-005	45.372	6.382e-001	2.164e+002
67	3318.1	3.0280e+001	5.610e-001	5.119e+009	0.000e+000	7.109e-005	2.642e-001	2.158e+001	8.917e-001	5.381e+001	2.415e-005	1.519	2.693e-001	8.116e+001
68	2263.5	3.0450e+001	4.713e-001	6.341e+009	0.000e+000	5.987e-003	2.299e-001	2.731e+001	8.539e-001	6.566e+001	2.002e-005	49.458	5.362e-001	2.369e+002
69	3254.3	3.0160e+001	5.505e-001	5.102e+009	0.000e+000	7.505e-003	2.653e-001	2.110e+001	8.952e-001	5.246e+001	2.294e-005	47.812	7.515e-001	2.309e+002
70	3554.9	3.0260e+001	6.057e-001	5.156e+009	2.453e-008	8.231e-003	2.644e-001	1.932e+001	8.923e-001	5.119e+001	2.416e-005	53.305	6.755e-001	1.900e+002
71														
72	3961	3.0410e+001	7.559e-001	5.804e+009	0.000e+000	1.136e-002	2.960e-001	2.749e+001	8.221e-001	5.821e+001	2.766e-005	57.909	8.839e-001	2.232e+002
73	4415.9	3.0170e+001	7.525e-001	5.141e+009	1.423e-007	8.766e-003	2.320e-001	1.477e+001	8.618e-001	4.677e+001	2.573e-005	45.045	8.575e-001	1.942e+002
74	4397.2	3.0110e+001	8.218e-001	5.628e+009	0.000e+000	8.294e-003	2.325e-001	1.874e+001	8.303e-001	5.310e+001	2.907e-005	42.046	9.006e-001	2.048e+002
75	2788.3	3.0400e+001	5.104e-001	5.565e+009	1.472e-007	6.012e-003	2.632e-001	2.463e+001	8.553e-001	5.806e+001	2.127e-005	50.066	5.205e-001	1.867e+002
