RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
90	2282.9	3.02E+01	4.64E-01	6.15E+09	6.38E-08	6.17E-03	2.65E-01	2.56E+01	8.60E-01	6.21E+01	1.82E-05	52.976	5.42E-01	2.37E+02
91	2691.9	3.01E+01	4.69E-01	5.25E+09	3.43E-08	4.84E-03	2.66E-01	2.02E+01	8.30E-01	5.05E+01	1.64E-05	43.677	4.70E-01	1.75E+02
92														
93	2304.7	3.03E+01	3.91E-01	5.15E+09	0.00E+00	4.89E-03	2.64E-01	2.47E+01	8.25E-01	5.36E+01	1.52E-05	52.673	3.84E-01	1.67E+02
94	7386.4	3.01E+01	1.25E+00	5.09E+09	5.35E-07	1.19E-02	2.33E-01	1.36E+01	8.30E-01	4.47E+01	3.95E-05	40.086	1.34E+00	1.81E+02
95	2777.3	3.08E+01	5.14E-01	5.70E+09	0.00E+00	9.17E-03	3.24E-01	3.00E+01	9.08E-01	6.29E+01	2.35E-05	63.704	6.61E-01	2.38E+02
96	3391	3.02E+01	6.62E-01	5.90E+09	0.00E+00	9.42E-03	2.32E-01	2.00E+01	8.61E-01	5.71E+01	2.46E-05	54.621	8.23E-01	2.43E+02
97	3664.7	3.03E+01	7.20E-01	5.95E+09	0.00E+00	6.10E-04	2.64E-01	2.41E+01	8.25E-01	5.80E+01	2.57E-05	5.149	5.05E-01	1.38E+02
98	3657.1	3.02E+01	6.71E-01	5.53E+09	4.27E-07	4.53E-03	2.65E-01	1.91E+01	8.29E-01	5.11E+01	2.20E-05	31.177	5.38E-01	1.47E+02
99	8058.2	3.03E+01	1.19E+00	4.46E+09	3.24E-07	2.06E-02	2.64E-01	1.33E+01	8.92E-01	4.12E+01	4.15E-05	53.567	1.83E+00	2.27E+02
100	2700.1	3.02E+01	5.40E-01	6.04E+09	0.00E+00	7.06E-03	2.32E-01	2.25E+01	8.61E-01	6.01E+01	2.12E-05	51.706	6.41E-01	2.37E+02
