40	Slot  : FDAS770 Double-Ended	2	156	0	360	2923	3123.2	67.19	82.69	48.09	11.4600	235	
40	Slot  : FDAS770 Double-Ended	3	288	0	360	2923	3240.0	67.90	81.69	50.50	9.9799	235	
40	Slot  : FDAS770 Double-Ended	4	420	0	360	2923	3473.4	67.95	82.05	53.90	10.1199	237	
40	Slot  : FDAS770 Double-Ended	5	552	0	360	2923	3295.6	66.75	78.30	53.59	8.6999	236	
41	Slot  : FDAS770 Double-Ended	1	24	0	360	2997	2246.6	53.70	60.54	47.25	3.7599	237	
41	Slot  : FDAS770 Double-Ended	2	156	0	360	2997	1965.1	51.64	57.65	43.40	4.6350	235	
41	Slot  : FDAS770 Double-Ended	3	288	0	360	2997	2060.7	52.20	57.10	45.95	3.9900	234	
41	Slot  : FDAS770 Double-Ended	4	420	0	360	2997	2391.4	56.04	59.95	50.79	2.7500	234	
41	Slot  : FDAS770 Double-Ended	5	552	0	360	2997	2159.7	54.09	59.65	46.10	4.5399	235	
42	Slot  : FDAS770 Double-Ended	1	24	0	360	3062	3410.4	74.05	94.50	45.95	15.4200	234	
42	Slot  : FDAS770 Double-Ended	2	156	0	360	3062	3170.2	70.69	86.34	46.75	12.7049	237	
42	Slot  : FDAS770 Double-Ended	3	288	0	360	3062	3290.9	72.50	87.75	47.75	12.8299	234	
42	Slot  : FDAS770 Double-Ended	4	420	0	360	3062	2983.6	71.05	86.75	43.79	13.7400	235	
42	Slot  : FDAS770 Double-Ended	5	552	0	360	3062	2756.4	70.90	87.65	40.04	14.4899	233	
43	Slot  : FDAS770 Double-Ended	1	24	0	360	3125	4373.8	76.94	88.69	62.79	8.5349	236	
43	Slot  : FDAS770 Double-Ended	2	156	0	360	3125	4070.4	76.15	88.29	58.70	10.0999	235	
43	Slot  : FDAS770 Double-Ended	3	288	0	360	3125	4708.3	80.00	93.45	64.15	10.0600	233	
43	Slot  : FDAS770 Double-Ended	4	420	0	360	3125	4172.1	75.04	83.59	63.55	6.3550	235	
43	Slot  : FDAS770 Double-Ended	5	552	0	360	3125	4148.2	76.75	87.30	60.50	8.3400	236	
44	Slot  : FDAS770 Double-Ended	1	24	0	360	3201	3185.3	65.75	78.69	51.54	9.6949	236	
44	Slot  : FDAS770 Double-Ended	2	156	0	360	3201	3025.7	66.29	77.05	50.00	8.9800	238	
44	Slot  : FDAS770 Double-Ended	3	288	0	360	3201	3056.8	67.05	80.00	48.65	10.5500	235	
44	Slot  : FDAS770 Double-Ended	4	420	0	360	3201	3211.8	67.69	79.19	51.64	9.0900	232	
44	Slot  : FDAS770 Double-Ended	5	552	0	360	3201	3010.6	65.30	77.05	49.75	9.1949	234	
45	Slot  : FDAS770 Double-Ended	1	24	0	360	3268	2998.8	61.65	68.00	56.15	3.5699	234	
45	Slot  : FDAS770 Double-Ended	2	156	0	360	3268	2726.6	60.09	63.19	54.94	2.6100	234	
45	Slot  : FDAS770 Double-Ended	3	288	0	360	3268	2862.9	60.84	65.15	55.95	3.1800	237	
45	Slot  : FDAS770 Double-Ended	4	420	0	360	3268	2731.2	59.05	67.80	51.29	5.6300	236	
45	Slot  : FDAS770 Double-Ended	5	552	0	360	3268	2536.0	59.14	72.09	44.79	9.6699	234	
47	Slot  : FDAS770 Double-Ended	1	24	0	360	3425	3106.7	65.39	80.25	49.29	10.7150	234	
47	Slot  : FDAS770 Double-Ended	2	156	0	360	3425	3042.6	61.20	77.34	50.09	7.0999	449	
47	Slot  : FDAS770 Double-Ended	3	288	0	360	3425	3162.5	66.75	77.60	51.89	8.4399	234	
47	Slot  : FDAS770 Double-Ended	4	420	0	360	3425	3159.4	68.59	81.20	49.54	10.5349	234	
47	Slot  : FDAS770 Double-Ended	5	552	0	360	3425	3222.4	67.90	80.15	51.19	9.8149	234	
48	Slot  : FDAS770 Double-Ended	1	24	0	360	3637	2981.7	66.40	79.69	47.64	10.5299	235	
48	Slot  : FDAS770 Double-Ended	2	156	0	360	3637	3239.7	68.44	84.70	48.70	12.3549	235	
48	Slot  : FDAS770 Double-Ended	3	288	0	360	3637	2870.5	65.39	79.54	45.95	10.9549	233	
48	Slot  : FDAS770 Double-Ended	4	420	0	360	3637	2935.7	63.90	78.05	47.89	10.7150	235	
48	Slot  : FDAS770 Double-Ended	5	552	0	360	3637	3035.6	65.80	79.04	48.90	9.8099	235	
49	Slot  : FDAS770 Double-Ended	1	24	0	360	3735	3287.8	65.80	76.25	54.90	6.6049	238	
49	Slot  : FDAS770 Double-Ended	2	156	0	360	3735	3384.6	67.14	75.34	57.20	6.3350	238	
49	Slot  : FDAS770 Double-Ended	3	288	0	360	3735	3319.7	65.65	70.40	60.04	3.5499	238	
49	Slot  : FDAS770 Double-Ended	4	420	0	360	3735	3409.6	67.00	75.50	57.50	6.2550	237	
49	Slot  : FDAS770 Double-Ended	5	552	0	360	3735	3348.7	67.65	72.40	58.89	4.2449	233	
50	Slot  : FDAS770 Double-Ended	1	24	0	360	3825	3630.8	69.34	78.50	58.89	6.1100	240	
50	Slot  : FDAS770 Double-Ended	2	156	0	360	3825	3668.3	70.29	77.20	60.50	5.6799	239	
50	Slot  : FDAS770 Double-Ended	3	288	0	360	3825	3423.6	68.19	78.19	55.75	7.6900	237	
50	Slot  : FDAS770 Double-Ended	4	420	0	360	3825	4200.5	75.69	92.29	57.95	10.1700	237	
50	Slot  : FDAS770 Double-Ended	5	552	0	360	3825	3514.1	68.04	77.09	58.04	6.5149	235	
51	Slot  : FDAS770 Double-Ended	1	24	0	360	3896	3635.8	75.90	97.05	47.70	15.9850	235	
51	Slot  : FDAS770 Double-Ended	2	156	0	360	3896	3434.2	76.20	100.75	43.40	17.7100	237	
51	Slot  : FDAS770 Double-Ended	3	288	0	360	3896	3183.0	72.50	94.80	42.75	15.2350	233	
51	Slot  : FDAS770 Double-Ended	4	420	0	360	3896	3298.6	76.25	96.55	43.50	16.6500	235	
51	Slot  : FDAS770 Double-Ended	5	552	0	360	3896	3040.3	74.69	98.25	39.40	17.7049	237	
52	Slot  : FDAS770 Double-Ended	1	24	0	360	3965	4066.6	76.50	98.25	52.70	15.3400	238	
